timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (1.15345,1.13102) (0,0) 0.134207 (0.900002,5.82137) 1.92503 0 (0.53958,2.36726) (0,0) 0.120573 (1.50262,2.3799) (0,0) 0.191211 (0,1.13102) (0,0) 0.3 (2.1,1.13102) (0,0) 0.3
0.25 (1.13995,1.38064) (-0.0539913,0.998507) 0.134207 (0.900002,5.82137) 1.92503 1.62482 (0.528112,2.41451) (-0.0458731,0.189004) 0.120573 (1.52538,2.43599) (0.0910379,0.224384) 0.191211 (0,1.38064) (0,0) 0.3 (2.1,1.38064) (0,0) 0.3
0.5 (1.12647,1.63029) (-0.0539303,0.998578) 0.134207 (0.900002,5.82137) 1.92503 1.62475 (0.516643,2.46176) (-0.0458763,0.189003) 0.120573 (1.54814,2.49209) (0.0910295,0.224387) 0.191211 (0,1.63029) (0,0) 0.3 (2.1,1.63029) (0,0) 0.3
0.75 (1.11299,1.87992) (-0.0539485,0.998544) 0.134207 (0.900002,5.82137) 1.92503 1.62477 (0.505171,2.50901) (-0.0458872,0.189001) 0.120573 (1.5709,2.54818) (0.091045,0.224381) 0.191211 (0,1.87992) (0,0) 0.3 (2.1,1.87992) (0,0) 0.3
1 (1.09951,2.12957) (-0.053892,0.998588) 0.134207 (0.900002,5.82137) 1.92503 1.62471 (0.493705,2.55626) (-0.045863,0.189006) 0.120573 (1.59366,2.60428) (0.0910401,0.224383) 0.191211 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.08602,2.37921) (-0.0539801,0.99855) 0.134207 (0.900002,5.82137) 1.92503 1.6248 (0.482238,2.60351) (-0.0458709,0.189004) 0.120573 (1.61641,2.66038) (0.0910293,0.224387) 0.191211 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (1.07251,2.62884) (-0.0540431,0.998507) 0.134207 (0.900002,5.82137) 1.92503 1.62487 (0.470769,2.65076) (-0.0458763,0.189003) 0.120573 (1.63917,2.71647) (0.0910399,0.224383) 0.191211 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.05903,2.87847) (-0.0539166,0.99855) 0.134207 (0.900002,5.82137) 1.92503 1.62474 (0.459297,2.69801) (-0.0458875,0.189) 0.120573 (1.66193,2.77257) (0.0910401,0.224383) 0.191211 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.04554,3.12811) (-0.0539652,0.99854) 0.134207 (0.900002,5.82137) 1.92503 1.62479 (0.447832,2.74527) (-0.0458607,0.189007) 0.120573 (1.68469,2.82866) (0.091036,0.224384) 0.191211 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.03206,3.37776) (-0.0539188,0.998601) 0.134207 (0.900002,5.82137) 1.92503 1.62474 (0.436362,2.79252) (-0.0458793,0.189002) 0.120573 (1.70745,2.88476) (0.0910414,0.224382) 0.191211 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.01857,3.6274) (-0.0539643,0.998575) 0.134207 (0.900002,5.82137) 1.92503 1.62479 (0.424897,2.83977) (-0.045861,0.189007) 0.120573 (1.73021,2.94086) (0.0910403,0.224383) 0.191211 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (1.00509,3.87704) (-0.053905,0.998543) 0.134207 (0.900002,5.82137) 1.92503 1.62473 (0.413429,2.88702) (-0.0458702,0.189005) 0.120573 (1.75297,2.99695) (0.0910343,0.224385) 0.191211 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.991595,4.12667) (-0.0539778,0.99851) 0.134207 (0.900002,5.82137) 1.92503 1.6248 (0.401957,2.93427) (-0.0458879,0.189) 0.120573 (1.77574,3.05304) (0.0910638,0.224373) 0.191211 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.978112,4.37631) (-0.0539292,0.998593) 0.134207 (0.900002,5.82137) 1.92503 1.62475 (0.390497,2.98152) (-0.0458395,0.189012) 0.120573 (1.79849,3.10914) (0.0910127,0.224394) 0.191211 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.964626,4.62595) (-0.0539453,0.998566) 0.134207 (0.900002,5.82137) 1.92503 1.62477 (0.379031,3.02877) (-0.0458665,0.189006) 0.120573 (1.82125,3.16524) (0.0910385,0.224383) 0.191211 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.951129,4.8756) (-0.053986,0.998582) 0.134207 (0.900002,5.82137) 1.92503 1.62481 (0.367558,3.07602) (-0.0458915,0.188999) 0.120573 (1.84401,3.22133) (0.0910473,0.22438) 0.191211 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.938368,5.11203) (-0.0510462,0.945719) 0.134207 (0.900002,5.82137) 1.92503 1.62472 (0.356092,3.12328) (-0.0458628,0.189006) 0.120573 (1.86677,3.27743) (0.0910275,0.224388) 0.191211 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.928794,5.28936) (-0.0382961,0.709326) 0.134207 (0.900002,5.82137) 1.92503 1.62473 (0.344622,3.17053) (-0.0458801,0.189002) 0.120573 (1.88953,3.33353) (0.0910389,0.224383) 0.191211 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.5 (0.921597,5.42237) (-0.0287863,0.532032) 0.134207 (0.900002,5.82137) 1.92503 1.62485 (0.333525,3.21629) (-0.044386,0.183073) 0.120573 (1.91229,3.38962) (0.091056,0.224376) 0.191211 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
