timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4
0 (0.903391,1.49018) (0,0) 0.134531 (0.900002,5.82137) 1.57311 0 (0.70789,2.31036) (0,0) 0.158091 (1.42689,2.38622) (0,0) 0.193949 (0,1.49018) (0,0) 0.3 (2.1,1.49018) (0,0) 0.3
0.25 (0.941495,1.51341) (0.152416,0.0929264) 0.134531 (0.900002,5.82137) 1.57311 0.547514 (0.671557,2.40335) (-0.145335,0.371949) 0.158091 (1.45844,2.45414) (0.126179,0.271687) 0.193949 (0,1.51341) (0,0) 0.3 (2.1,1.51341) (0,0) 0.3
0.5 (0.977694,1.61691) (0.144795,0.413998) 0.134531 (0.900002,5.82137) 1.57311 1.23435 (0.635216,2.49633) (-0.145363,0.371938) 0.158091 (1.48999,2.52206) (0.126211,0.271673) 0.193949 (0,1.61691) (0,0) 0.3 (2.1,1.61691) (0,0) 0.3
0.75 (1.0189,1.84977) (0.164806,0.931439) 0.134531 (0.900002,5.82137) 1.57311 1.39567 (0.59887,2.58932) (-0.145385,0.371929) 0.158091 (1.52154,2.58998) (0.126189,0.271683) 0.193949 (0,1.84977) (0,0) 0.3 (2.1,1.84977) (0,0) 0.3
1 (1.01143,2.09966) (-0.0298656,0.999533) 0.134531 (0.900002,5.82137) 1.57311 1.60067 (0.562534,2.6823) (-0.145342,0.371946) 0.158091 (1.55309,2.6579) (0.126198,0.271678) 0.193949 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.25 (1.00397,2.34954) (-0.0298471,0.99955) 0.134531 (0.900002,5.82137) 1.57311 1.60065 (0.526188,2.77529) (-0.145384,0.37193) 0.158091 (1.58464,2.72582) (0.126204,0.271676) 0.193949 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.5 (0.996474,2.59944) (-0.0299702,0.999588) 0.134531 (0.900002,5.82137) 1.57311 1.60077 (0.489859,2.86827) (-0.145314,0.371957) 0.158091 (1.61618,2.79374) (0.126167,0.271693) 0.193949 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (0.989008,2.84933) (-0.029864,0.999572) 0.134531 (0.900002,5.82137) 1.57311 1.60066 (0.453521,2.96126) (-0.145353,0.371942) 0.158091 (1.64773,2.86166) (0.126187,0.271684) 0.193949 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (0.981526,3.09921) (-0.0299293,0.999523) 0.134531 (0.900002,5.82137) 1.57311 1.60073 (0.417182,3.05425) (-0.145356,0.371941) 0.158091 (1.67928,2.92958) (0.126208,0.271674) 0.193949 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (0.974039,3.34911) (-0.029948,0.999565) 0.134531 (0.900002,5.82137) 1.57311 1.60075 (0.38792,3.1291) (-0.117048,0.299425) 0.158091 (1.71082,2.9975) (0.126184,0.271685) 0.193949 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (0.966559,3.59898) (-0.0299198,0.999507) 0.134531 (0.900002,5.82137) 1.57311 1.60072 (0.365971,3.18522) (-0.0877958,0.224491) 0.158091 (1.74237,3.06543) (0.126166,0.271693) 0.193949 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.75 (0.959077,3.84888) (-0.0299262,0.999581) 0.134531 (0.900002,5.82137) 1.57311 1.60073 (0.349506,3.22732) (-0.0658602,0.168387) 0.158091 (1.77391,3.13335) (0.12617,0.271691) 0.193949 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.951599,4.09875) (-0.0299139,0.999502) 0.134531 (0.900002,5.82137) 1.57311 1.60072 (0.337185,3.2589) (-0.0492828,0.126297) 0.158091 (1.80545,3.20127) (0.126182,0.271686) 0.193949 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
