timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.06516,1.44778) (0,0) 0.139834 (0.900002,5.82137) 1.76565 0 (0.53696,2.32365) (0,0) 0.185218 (0.850877,2.25286) (0,0) 0.166263 (1.19876,2.37648) (0,0) 0.209564 (1.65565,2.32378) (0,0) 0.184523 (0,1.44778) (0,0) 0.3 (2.1,1.44778) (0,0) 0.3
0.25 (1.06818,1.46222) (0.0120893,0.0577536) 0.139834 (0.900002,5.82137) 1.76565 1.36445 (0.521963,2.36223) (-0.0599879,0.154302) 0.185218 (0.857865,2.2365) (0.0279504,-0.0654143) 0.166263 (1.2116,2.47351) (0.0513936,0.388091) 0.209564 (1.66665,2.38198) (0.0440153,0.232775) 0.184523 (0,1.46222) (0,0) 0.3 (2.1,1.46222) (0,0) 0.3
0.5 (1.09778,1.49537) (0.118396,0.132614) 0.139834 (0.900002,5.82137) 1.76565 0.841981 (0.506961,2.4008) (-0.0600083,0.154294) 0.185218 (0.863898,2.26368) (0.0241315,0.108689) 0.166263 (1.23894,2.56748) (0.109329,0.375903) 0.209564 (1.67766,2.44017) (0.0440121,0.232776) 0.184523 (0,1.49537) (0,0) 0.3 (2.1,1.49537) (0,0) 0.3
0.75 (1.20449,1.63644) (0.426838,0.564258) 0.139834 (0.900002,5.82137) 1.76565 0.923174 (0.491961,2.43938) (-0.0599973,0.154298) 0.185218 (0.868242,2.31711) (0.0173746,0.213728) 0.166263 (1.27418,2.65879) (0.140967,0.365218) 0.209564 (1.68866,2.49836) (0.0440176,0.232775) 0.184523 (0,1.63644) (0,0) 0.3 (2.1,1.63644) (0,0) 0.3
1 (1.29451,1.76365) (0.360052,0.508862) 0.139834 (0.900002,5.82137) 1.76565 0.955013 (0.476964,2.47795) (-0.0599886,0.154302) 0.185218 (0.86173,2.37032) (-0.0260481,0.212845) 0.166263 (1.31399,2.7482) (0.159232,0.357633) 0.209564 (1.69967,2.55656) (0.0440332,0.232772) 0.184523 (0,1.76365) (0,0) 0.3 (2.1,1.76365) (0,0) 0.3
1.25 (1.38069,1.888) (0.344756,0.497393) 0.139834 (0.900002,5.82137) 1.76565 0.964699 (0.461966,2.51653) (-0.0599947,0.154299) 0.185218 (0.849545,2.42253) (-0.0487372,0.208821) 0.166263 (1.35658,2.83631) (0.170376,0.35246) 0.209564 (1.71067,2.61475) (0.044005,0.232777) 0.184523 (0,1.888) (0,0) 0.3 (2.1,1.888) (0,0) 0.3
1.5 (1.46305,2.00925) (0.329417,0.484984) 0.139834 (0.900002,5.82137) 1.76565 0.974145 (0.446968,2.5551) (-0.0599897,0.154301) 0.185218 (0.834387,2.47395) (-0.0606339,0.205681) 0.166263 (1.40099,2.92353) (0.177623,0.348864) 0.209564 (1.72167,2.67295) (0.0439973,0.232779) 0.184523 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
1.75 (1.54148,2.12718) (0.313726,0.471743) 0.139834 (0.900002,5.82137) 1.76565 0.983924 (0.431968,2.59368) (-0.0600026,0.154296) 0.185218 (0.817658,2.52488) (-0.0669159,0.203724) 0.166263 (1.44669,3.01007) (0.182833,0.346162) 0.209564 (1.73267,2.73114) (0.0440089,0.232776) 0.184523 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2 (1.61591,2.24166) (0.297709,0.457906) 0.139834 (0.900002,5.82137) 1.76565 0.994314 (0.416968,2.63225) (-0.0599975,0.154298) 0.185218 (0.800091,2.57552) (-0.0702665,0.202593) 0.166263 (1.49353,3.096) (0.187336,0.343746) 0.209564 (1.74368,2.78933) (0.0440267,0.232773) 0.184523 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.25 (1.68626,2.35257) (0.281424,0.443651) 0.139834 (0.900002,5.82137) 1.76565 1.00551 (0.401972,2.67083) (-0.0599856,0.154303) 0.185218 (0.782076,2.62602) (-0.0720593,0.201962) 0.166263 (1.54184,3.18112) (0.193243,0.34046) 0.209564 (1.75468,2.84753) (0.0440204,0.232774) 0.184523 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
2.5 (1.75248,2.45983) (0.264849,0.42905) 0.139834 (0.900002,5.82137) 1.76565 1.01776 (0.386972,2.7094) (-0.0599976,0.154298) 0.185218 (0.763821,2.67642) (-0.07302,0.201617) 0.166263 (1.59358,3.26419) (0.206961,0.3323) 0.209564 (1.76569,2.90572) (0.04402,0.232774) 0.184523 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
