[[(2, 2.1), (0, 2.1), (0, 1.8), (2, 1.8)], [(2, 0.3), (0, 0.3), (0, 0), (2, 0)]]
timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.38192,0.962602) (0,0) 0.211037 (5.98029,1.15206) 1.95648 0 (2.29918,0.54484) (0,0) 0.200743 (2.21132,0.823717) (0,0) 0.130757 (2.27782,1.17926) (0,0) 0.208752 (2.34792,1.65371) (0,0) 0.183417 (1.38192,1.8) (0,0) 0.001 (1.38192,0.3) (0,0) 0.001
0.25 (1.39468,0.963231) (0.0510314,0.00251563) 0.211037 (5.98029,1.15206) 1.95648 0.0492559 (2.34467,0.533785) (0.181991,-0.0442187) 0.200743 (2.19458,0.833092) (-0.0669717,0.0375014) 0.130757 (2.31223,1.17478) (0.137636,-0.0179069) 0.208752 (2.44145,1.63769) (0.374127,-0.0641171) 0.183417 (1.39468,1.8) (0,0) 0.001 (1.39468,0.3) (0,0) 0.001
0.5 (1.40915,0.940621) (0.0578634,-0.0904387) 0.211037 (5.98029,1.15206) 1.95648 -1.00162 (2.39017,0.52273) (0.181991,-0.0442212) 0.200743 (2.20815,0.831697) (0.0543018,-0.00558212) 0.130757 (2.34325,1.15924) (0.124095,-0.0621666) 0.208752 (2.53388,1.61618) (0.369709,-0.0860071) 0.183417 (1.40915,1.8) (0,0) 0.001 (1.40915,0.3) (0,0) 0.001
0.75 (1.43665,0.919142) (0.110029,-0.0859168) 0.211037 (5.98029,1.15206) 1.95648 -0.662958 (2.43567,0.511675) (0.181991,-0.0442196) 0.200743 (2.23389,0.820442) (0.102943,-0.0450178) 0.130757 (2.37427,1.1437) (0.124095,-0.0621665) 0.208752 (2.62631,1.59468) (0.369709,-0.0860071) 0.183417 (1.43665,1.8) (0,0) 0.001 (1.43665,0.3) (0,0) 0.001
1 (1.47428,0.902496) (0.150487,-0.0665864) 0.211037 (5.98029,1.15206) 1.95648 -0.416577 (2.48117,0.500622) (0.181993,-0.0442124) 0.200743 (2.26624,0.803821) (0.12942,-0.0664831) 0.130757 (2.4053,1.12816) (0.124095,-0.0621665) 0.208752 (2.71873,1.57318) (0.369709,-0.0860064) 0.183417 (1.47428,1.8) (0,0) 0.001 (1.47428,0.3) (0,0) 0.001
1.25 (1.52142,0.890318) (0.188582,-0.0487098) 0.211037 (5.98029,1.15206) 1.95648 -0.252771 (2.52667,0.489568) (0.181992,-0.0442149) 0.200743 (2.30324,0.786328) (0.147997,-0.0699745) 0.130757 (2.43604,1.11207) (0.122977,-0.06435) 0.208752 (2.81116,1.55168) (0.369706,-0.0860182) 0.183417 (1.52142,1.8) (0,0) 0.001 (1.52142,0.3) (0,0) 0.001
1.5 (1.57433,0.873942) (0.211647,-0.0655031) 0.211037 (5.98029,1.15206) 1.95648 -0.300143 (2.57216,0.478512) (0.18199,-0.0442261) 0.200743 (2.3429,0.768826) (0.15864,-0.0700083) 0.130757 (2.46663,1.09568) (0.122344,-0.0655466) 0.208752 (2.90359,1.53018) (0.369711,-0.0859981) 0.183417 (1.57433,1.8) (0,0) 0.001 (1.57433,0.3) (0,0) 0.001
1.75 (1.63101,0.854362) (0.226726,-0.0783213) 0.211037 (5.98029,1.15206) 1.95648 -0.332611 (2.61766,0.467462) (0.181996,-0.0442007) 0.200743 (2.38388,0.751162) (0.163899,-0.0706548) 0.130757 (2.49721,1.07929) (0.122344,-0.0655466) 0.208752 (2.99601,1.50868) (0.369711,-0.0859952) 0.183417 (1.63101,1.8) (0,0) 0.001 (1.63101,0.3) (0,0) 0.001
2 (1.69003,0.833155) (0.236045,-0.0848265) 0.211037 (5.98029,1.15206) 1.95648 -0.344994 (2.66316,0.456406) (0.18199,-0.0442236) 0.200743 (2.42554,0.733414) (0.166653,-0.0709933) 0.130757 (2.5278,1.06291) (0.122344,-0.0655466) 0.208752 (3.08844,1.48717) (0.369707,-0.0860147) 0.183417 (1.69003,1.8) (0,0) 0.001 (1.69003,0.3) (0,0) 0.001
2.25 (1.75017,0.811112) (0.240593,-0.0881722) 0.211037 (5.98029,1.15206) 1.95648 -0.351279 (2.70866,0.44535) (0.18199,-0.0442236) 0.200743 (2.46757,0.715621) (0.168098,-0.0711709) 0.130757 (2.55839,1.04652) (0.122344,-0.0655466) 0.208752 (3.18087,1.46567) (0.369709,-0.0860054) 0.183417 (1.75017,1.8) (0,0) 0.001 (1.75017,0.3) (0,0) 0.001
2.5 (1.81064,0.788599) (0.241866,-0.0900527) 0.211037 (5.98029,1.15206) 1.95648 -0.356424 (2.75416,0.434296) (0.181992,-0.0442156) 0.200743 (2.50978,0.697805) (0.168857,-0.0712642) 0.130757 (2.58908,1.03034) (0.122778,-0.0647289) 0.208752 (3.2733,1.44417) (0.369708,-0.086009) 0.183417 (1.81064,1.8) (0,0) 0.001 (1.81064,0.3) (0,0) 0.001
2.75 (1.87092,0.765944) (0.241103,-0.0906202) 0.211037 (5.98029,1.15206) 1.95648 -0.359522 (2.79965,0.423238) (0.181988,-0.0442327) 0.200743 (2.55217,0.680121) (0.169572,-0.0707348) 0.130757 (2.61987,1.01434) (0.123171,-0.0639777) 0.208752 (3.36572,1.42267) (0.369709,-0.0860035) 0.183417 (1.87092,1.8) (0,0) 0.001 (1.87092,0.3) (0,0) 0.001
