[[(2, 2.1), (0, 2.1), (0, 1.8), (2, 1.8)], [(2, 0.3), (0, 0.3), (0, 0), (2, 0)]]
timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.29347,0.929487) (0,0) 0.215193 (5.99563,1.71825) 1.79978 0 (2.20516,0.565229) (0,0) 0.134702 (2.36278,0.915568) (0,0) 0.20204 (2.37419,1.2107) (0,0) 0.145803 (2.30085,1.56107) (0,0) 0.140572 (1.29347,1.8) (0,0) 0.001 (1.29347,0.3) (0,0) 0.001
0.25 (1.32357,0.962253) (0.120409,0.131064) 0.215193 (5.99563,1.71825) 1.79978 0.827742 (2.29317,0.526933) (0.352034,-0.153186) 0.134702 (2.41582,0.888759) (0.212156,-0.107238) 0.20204 (2.42915,1.2295) (0.21987,0.0751699) 0.145803 (2.38796,1.57748) (0.34846,0.0656253) 0.140572 (1.32357,1.8) (0,0) 0.001 (1.32357,0.3) (0,0) 0.001
0.5 (1.57036,0.993381) (0.987165,0.124511) 0.215193 (5.99563,1.71825) 1.79978 0.125467 (2.38464,0.497871) (0.365897,-0.116246) 0.134702 (2.47476,0.881131) (0.235752,-0.0305124) 0.20204 (2.48724,1.22875) (0.232346,-0.00298042) 0.145803 (2.47622,1.58575) (0.353037,0.0330996) 0.140572 (1.57036,1.8) (0,0) 0.001 (1.57036,0.3) (0,0) 0.001
0.75 (1.72988,1.00757) (0.638071,0.0567755) 0.215193 (5.99563,1.71825) 1.79978 0.0887462 (2.47897,0.480119) (0.377295,-0.0710095) 0.134702 (2.52889,0.85661) (0.216541,-0.0980809) 0.20204 (2.51988,1.26082) (0.130576,0.128283) 0.145803 (2.56487,1.58635) (0.354578,0.00239701) 0.140572 (1.72988,1.8) (0,0) 0.001 (1.72988,0.3) (0,0) 0.001
1 (1.8894,1.02177) (0.638071,0.0567755) 0.215193 (5.99563,1.71825) 1.79978 0.0887462 (2.57329,0.462381) (0.377306,-0.0709506) 0.134702 (2.58303,0.83209) (0.216541,-0.0980809) 0.20204 (2.56149,1.29163) (0.166418,0.123233) 0.145803 (2.65351,1.58695) (0.354578,0.00238779) 0.140572 (1.8894,1.8) (0,0) 0.001 (1.8894,0.3) (0,0) 0.001
1.25 (2.04891,1.03596) (0.63807,0.0567754) 0.215193 (5.99563,1.71825) 1.79978 0.0887462 (2.66762,0.444634) (0.377299,-0.0709894) 0.134702 (2.63717,0.80757) (0.216541,-0.0980809) 0.20204 (2.60937,1.32155) (0.191531,0.119694) 0.145803 (2.74216,1.58754) (0.354578,0.00238989) 0.140572 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
1.5 (2.20843,1.05016) (0.63807,0.0567754) 0.215193 (5.99563,1.71825) 1.79978 0.0887461 (2.76194,0.426886) (0.377299,-0.0709891) 0.134702 (2.6913,0.78305) (0.216541,-0.0980809) 0.20204 (2.65934,1.35118) (0.199866,0.11852) 0.145803 (2.8308,1.58814) (0.354578,0.00237259) 0.140572 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
1.75 (2.36795,1.06435) (0.638071,0.0567754) 0.215193 (5.99563,1.71825) 1.79978 0.0887461 (2.85627,0.409146) (0.377305,-0.0709603) 0.134702 (2.74544,0.758529) (0.216541,-0.0980808) 0.20204 (2.7093,1.38081) (0.199866,0.11852) 0.145803 (2.91945,1.58873) (0.354578,0.00237925) 0.140572 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2 (2.52747,1.07854) (0.638071,0.0567754) 0.215193 (5.99563,1.71825) 1.79978 0.0887461 (2.95059,0.3914) (0.3773,-0.0709869) 0.134702 (2.79957,0.734009) (0.216541,-0.0980808) 0.20204 (2.75927,1.41044) (0.199866,0.11852) 0.145803 (3.00809,1.58933) (0.354577,0.00240676) 0.140572 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2.25 (2.68699,1.09274) (0.638071,0.0567754) 0.215193 (5.99563,1.71825) 1.79978 0.0887461 (3.04492,0.373645) (0.377293,-0.0710205) 0.134702 (2.85371,0.709489) (0.216541,-0.0980808) 0.20204 (2.80924,1.44007) (0.199866,0.11852) 0.145803 (3.09673,1.58993) (0.354578,0.00237168) 0.140572 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
