[[(2, 2.1), (0, 2.1), (0, 1.8), (2, 1.8)], [(2, 0.3), (0, 0.3), (0, 0), (2, 0)]]
timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.36218,1.13395) (0,0) 0.179064 (5.99563,1.71825) 1.80015 0 (2.27519,0.525835) (0,0) 0.217409 (2.33906,0.834329) (0,0) 0.180918 (2.25414,1.17) (0,0) 0.213267 (2.24217,1.52508) (0,0) 0.156595 (1.36218,1.8) (0,0) 0.001 (1.36218,0.3) (0,0) 0.001
0.25 (1.37424,1.14544) (0.0482186,0.045972) 0.179064 (5.99563,1.71825) 1.80015 0.76155 (2.30528,0.478245) (0.12036,-0.190359) 0.217409 (2.43628,0.845521) (0.388852,0.0447663) 0.180918 (2.22844,1.17483) (-0.102831,0.0193206) 0.213267 (2.26997,1.53331) (0.111205,0.0329222) 0.156595 (1.37424,1.8) (0,0) 0.001 (1.37424,0.3) (0,0) 0.001
0.5 (1.39016,1.16921) (0.0637056,0.0950996) 0.179064 (5.99563,1.71825) 1.80015 0.98057 (2.35835,0.459419) (0.212257,-0.0753015) 0.217409 (2.53055,0.871731) (0.377118,0.104842) 0.180918 (2.24232,1.17148) (0.0555466,-0.0133962) 0.213267 (2.29837,1.53917) (0.113588,0.023416) 0.156595 (1.39016,1.8) (0,0) 0.001 (1.39016,0.3) (0,0) 0.001
0.75 (1.42279,1.1918) (0.13051,0.0903447) 0.179064 (5.99563,1.71825) 1.80015 0.6055 (2.41393,0.450424) (0.222326,-0.0359812) 0.217409 (2.62484,0.897933) (0.377128,0.104807) 0.180918 (2.28639,1.16371) (0.176269,-0.0310792) 0.213267 (2.32736,1.53971) (0.115956,0.00218971) 0.156595 (1.42279,1.8) (0,0) 0.001 (1.42279,0.3) (0,0) 0.001
1 (1.46871,1.22049) (0.183677,0.114747) 0.179064 (5.99563,1.71825) 1.80015 0.558399 (2.46951,0.441429) (0.222326,-0.0359787) 0.217409 (2.71911,0.924149) (0.377112,0.104863) 0.180918 (2.35095,1.15506) (0.258229,-0.0345978) 0.213267 (2.35635,1.54026) (0.115956,0.00218574) 0.156595 (1.46871,1.8) (0,0) 0.001 (1.46871,0.3) (0,0) 0.001
1.25 (1.52669,1.26007) (0.231923,0.158329) 0.179064 (5.99563,1.71825) 1.80015 0.599008 (2.52509,0.432434) (0.222326,-0.0359808) 0.217409 (2.8134,0.950352) (0.377126,0.104814) 0.180918 (2.42711,1.13809) (0.304669,-0.0678738) 0.213267 (2.38534,1.54081) (0.115956,0.00219275) 0.156595 (1.52669,1.8) (0,0) 0.001 (1.52669,0.3) (0,0) 0.001
1.5 (1.63267,1.33242) (0.423903,0.289391) 0.179064 (5.99563,1.71825) 1.80015 0.599008 (2.58068,0.423444) (0.222329,-0.0359599) 0.217409 (2.90767,0.976572) (0.377108,0.104878) 0.180918 (2.51094,1.11098) (0.335295,-0.10844) 0.213267 (2.41433,1.54135) (0.115956,0.00218776) 0.156595 (1.63267,1.8) (0,0) 0.001 (1.63267,0.3) (0,0) 0.001
1.75 (1.76842,1.42509) (0.543018,0.370709) 0.179064 (5.99563,1.71825) 1.80015 0.599008 (2.63626,0.414445) (0.222323,-0.0359972) 0.217409 (3.00196,1.00277) (0.377127,0.104807) 0.180918 (2.59514,1.0781) (0.336808,-0.131542) 0.213267 (2.44332,1.5419) (0.115955,0.00219856) 0.156595 (1.76842,1.8) (0,0) 0.001 (1.76842,0.3) (0,0) 0.001
2 (1.92375,1.53114) (0.621327,0.424169) 0.179064 (5.99563,1.71825) 1.80015 0.599008 (2.69184,0.405451) (0.222327,-0.0359738) 0.217409 (3.09624,1.02898) (0.377125,0.104816) 0.180918 (2.67851,1.04315) (0.333479,-0.139766) 0.213267 (2.4723,1.54245) (0.115955,0.00219466) 0.156595 (1.92375,1.8) (0,0) 0.001 (1.92375,0.3) (0,0) 0.001
