[[(7.0, 6.0), (0, 6.0), (0, 5.0), (7.0, 5.0)], [(7.0, 1.0), (0, 1.0), (0, 0), (7.0, 0)]]
timestamp position0 velocity0 radius0 heading0 goal pref_speed theta position1 velocity1 radius1 heading1 position2 velocity2 radius2 heading2 position3 velocity3 radius3 heading3 position4 velocity4 radius4 heading4 position5 velocity5 radius5 heading5 position6 velocity6 radius6 heading6 
0.0 (6.0,2.672186851501465) (0.0,0.0) 0.5 0.05453769967798838 (10.0,3.4822545846847213) 3.0 0.0 (7.276919364929199,1.5) (0.0,0.0) 0.5 0.18433550758274653 (8.011703491210938,2.5) (0.0,0.0) 0.5 -0.04813218306355732 (7.061939716339111,3.5) (0.0,0.0) 0.5 -0.35849449588892957 (8.429292678833008,4.5) (0.0,0.0) 0.5 0.05656567352802694 (6.0,5.0) (0,0) 1e-07 0.05453769967798838 (6.0,1.0) (0,0) 1e-07 0.05453769967798838 
1.0 (6.173681259155273,2.5902726650238037) (0.17368121445178986,-0.08191424608230591) 0.5 0.05453769967798838 (10.0,3.4822545846847213) 3.0 -0.4406997217729715 (7.780416488647461,1.2047827243804932) (0.5034971833229065,-0.2952173352241516) 0.5 0.18433550758274653 (8.636055946350098,2.183480978012085) (0.6243521571159363,-0.3165190517902374) 0.5 -0.04813218306355732 (7.245201110839844,3.5433292388916016) (0.18326127529144287,0.043329328298568726) 0.5 -0.35849449588892957 (9.093510627746582,4.7209391593933105) (0.6642181873321533,0.22093938291072845) 0.5 0.05656567352802694 (6.173681259155273,5.0) (0,0) 1e-07 0.05453769967798838 (6.173681259155273,1.0) (0,0) 1e-07 0.05453769967798838 
2.0 (6.656963348388672,2.4383931159973145) (0.4832821488380432,-0.1518794745206833) 0.5 0.05453769967798838 (10.0,3.4822545846847213) 3.0 -0.3044935563538664 (8.4200439453125,0.9203935861587524) (0.6396270990371704,-0.2843891382217407) 0.5 0.18433550758274653 (9.260408401489258,1.8669618368148804) (0.624352216720581,-0.3165191113948822) 0.5 -0.04813218306355732 (7.9363203048706055,3.654480218887329) (0.6911189556121826,0.11115097999572754) 0.5 -0.35849449588892957 (9.757728576660156,4.941878795623779) (0.6642181277275085,0.22093942761421204) 0.5 0.05656567352802694 (6.656963348388672,5.0) (0,0) 1e-07 0.05453769967798838 (6.656963348388672,1.0) (0,0) 1e-07 0.05453769967798838 
3.0 (7.160137176513672,2.457051992416382) (0.5031738877296448,0.018658846616744995) 0.5 0.05453769967798838 (10.0,3.4822545846847213) 3.0 0.03706531985277383 (9.079296112060547,0.6850488781929016) (0.6592517495155334,-0.23534469306468964) 0.5 0.18433550758274653 (9.884760856628418,1.5504426956176758) (0.6243521571159363,-0.3165190815925598) 0.5 -0.04813218306355732 (8.627439498901367,3.7656311988830566) (0.6911190152168274,0.11115100234746933) 0.5 -0.35849449588892957 (10.42194652557373,5.16281795501709) (0.6642181873321533,0.22093932330608368) 0.5 0.05656567352802694 (7.0,5.0) (0,0) 1e-07 0.05453769967798838 (7.0,1.0) (0,0) 1e-07 0.05453769967798838 
4.0 (7.662850379943848,2.475423574447632) (0.5027132034301758,0.01837160438299179) 0.5 0.05453769967798838 (10.0,3.4822545846847213) 3.0 0.03652864535223102 (9.740187644958496,0.45435044169425964) (0.6608919501304626,-0.23069843649864197) 0.5 0.18433550758274653 (10.509113311767578,1.2339235544204712) (0.6243521571159363,-0.3165191411972046) 0.5 -0.04813218306355732 (9.318558692932129,3.876782178878784) (0.6911189556121826,0.11115103214979172) 0.5 -0.35849449588892957 (11.086164474487305,5.3837571144104) (0.6642181873321533,0.22093936800956726) 0.5 0.05656567352802694 (7.0,5.0) (0,0) 1e-07 0.05453769967798838 (7.0,1.0) (0,0) 1e-07 0.05453769967798838 
5.0 (8.15843391418457,2.5007448196411133) (0.495583176612854,0.025321345776319504) 0.5 0.05453769967798838 (10.0,3.4822545846847213) 3.0 0.051049645707959085 (10.244296073913574,0.3742316961288452) (0.5041081309318542,-0.08011876046657562) 0.5 0.18433550758274653 (11.036323547363281,1.0574716329574585) (0.5272099375724792,-0.17645196616649628) 0.5 -0.04813218306355732 (10.00967788696289,3.987933397293091) (0.6911188960075378,0.11115110665559769) 0.5 -0.35849449588892957 (11.435629844665527,5.5) (0.34946495294570923,0.11624288558959961) 0.5 0.05656567352802694 (7.0,5.0) (0,0) 1e-07 0.05453769967798838 (7.0,1.0) (0,0) 1e-07 0.05453769967798838 
6.0 (8.705485343933105,2.527923107147217) (0.5470514893531799,0.027178358286619186) 0.5 0.05453769967798838 (10.0,3.4822545846847213) 3.0 0.049640720906019085 (10.388252258300781,0.5) (0.14395572245121002,0.12576830387115479) 0.5 0.18433550758274653 (11.366582870483398,1.2317829132080078) (0.3302590548992157,0.1743113100528717) 0.5 -0.04813218306355732 (10.170655250549316,4.063584327697754) (0.16097749769687653,0.07565103471279144) 0.5 -0.35849449588892957 (11.472576141357422,5.575733184814453) (0.03694672882556915,0.07573320716619492) 0.5 0.05656567352802694 (7.0,5.0) (0,0) 1e-07 0.05453769967798838 (7.0,1.0) (0,0) 1e-07 0.05453769967798838 
7.0 (9.252548217773438,2.5546724796295166) (0.5470626354217529,0.02674947679042816) 0.5 0.05453769967798838 (10.0,3.4822545846847213) 3.0 0.048857639674203014 (10.388252258300781,0.5) (-4.562233755223133e-07,0.0) 0.5 0.18433550758274653 (11.554576873779297,1.3583357334136963) (0.1879936009645462,0.12655287981033325) 0.5 -0.04813218306355732 (10.096916198730469,4.028764247894287) (-0.07373864203691483,-0.034819938242435455) 0.5 -0.35849449588892957 (11.435629844665527,5.5) (-0.036946721374988556,-0.07573318481445312) 0.5 0.05656567352802694 (7.0,5.0) (0,0) 1e-07 0.05453769967798838 (7.0,1.0) (0,0) 1e-07 0.05453769967798838 
8.0 (9.955039978027344,2.619680166244507) (0.7024918794631958,0.06500773131847382) 0.5 0.05453769967798838 (10.0,3.4822545846847213) 3.0 0.09227596496012787 (10.388252258300781,0.5) (-4.562233755223133e-07,0.0) 0.5 0.18433550758274653 (11.525919914245605,1.4002244472503662) (-0.028657246381044388,0.04188874736428261) 0.5 -0.04813218306355732 (10.08470630645752,4.0) (-0.012209758162498474,-0.02876424789428711) 0.5 -0.35849449588892957 (11.435629844665527,5.5) (-4.2589212512211816e-07,0.0) 0.5 0.05656567352802694 (7.0,5.0) (0,0) 1e-07 0.05453769967798838 (7.0,1.0) (0,0) 1e-07 0.05453769967798838 
9.0 (10.76396656036377,2.7232754230499268) (0.8089267611503601,0.10359518229961395) 0.5 0.05453769967798838 (10.0,3.4822545846847213) 3.0 0.12737166513386483 (10.388252258300781,0.5) (-4.562233755223133e-07,0.0) 0.5 0.18433550758274653 (11.393265724182129,1.3850243091583252) (-0.13265398144721985,-0.01520012877881527) 0.5 -0.04813218306355732 (10.08470630645752,4.0) (1.3409288612820092e-07,0.0) 0.5 -0.35849449588892957 (11.435629844665527,5.5) (-4.2589212512211816e-07,0.0) 0.5 0.05656567352802694 (7.0,5.0) (0,0) 1e-07 0.05453769967798838 (7.0,1.0) (0,0) 1e-07 0.05453769967798838 
