[[(7.0, 6.0), (0, 6.0), (0, 5.0), (7.0, 5.0)], [(7.0, 1.0), (0, 1.0), (0, 0), (7.0, 0)]]
timestamp position0 velocity0 radius0 heading0 goal pref_speed theta position1 velocity1 radius1 heading1 position2 velocity2 radius2 heading2 position3 velocity3 radius3 heading3 position4 velocity4 radius4 heading4 position5 velocity5 radius5 heading5 position6 velocity6 radius6 heading6 
0.0 (6.0,2.5415117740631104) (0.0,0.0) 0.5 -0.3698835915030612 (10.0,3.478821825844758) 3.0 0.0 (7.011223793029785,1.5) (0.0,0.0) 0.5 -0.24857983228016214 (8.481466293334961,2.5) (0.0,0.0) 0.5 -0.07139397082609122 (7.055713653564453,3.5) (0.0,0.0) 0.5 -0.15530715226469222 (8.244622230529785,4.5) (0.0,0.0) 0.5 -0.31472041671128304 (6.0,5.0) (0,0) 1e-07 -0.3698835915030612 (6.0,1.0) (0,0) 1e-07 -0.3698835915030612 
1.0 (6.152380466461182,2.5320792198181152) (0.15238046646118164,-0.009432472288608551) 0.5 -0.3698835915030612 (10.0,3.478821825844758) 3.0 -0.06182191611629724 (7.250142574310303,1.4946116209030151) (0.2389187514781952,-0.0053883567452430725) 0.5 -0.24857983228016214 (9.113353729248047,2.1988048553466797) (0.6318871974945068,-0.3011951744556427) 0.5 -0.07139397082609122 (7.261404037475586,3.470442295074463) (0.20569047331809998,-0.029557637870311737) 0.5 -0.15530715226469222 (8.904237747192383,4.7343244552612305) (0.6596150398254395,0.23432457447052002) 0.5 -0.31472041671128304 (6.152380466461182,5.0) (0,0) 1e-07 -0.3698835915030612 (6.152380466461182,1.0) (0,0) 1e-07 -0.3698835915030612 
2.0 (6.485415458679199,2.4932878017425537) (0.33303478360176086,-0.038791507482528687) 0.5 -0.3698835915030612 (10.0,3.478821825844758) 3.0 -0.11595632495296708 (7.904843330383301,1.2468887567520142) (0.6547009944915771,-0.2477228343486786) 0.5 -0.24857983228016214 (9.745241165161133,1.8976097106933594) (0.6318871974945068,-0.3011951744556427) 0.5 -0.07139397082609122 (7.9496870040893555,3.59798264503479) (0.6882829666137695,0.12754034996032715) 0.5 -0.15530715226469222 (9.563852310180664,4.968648910522461) (0.6596149802207947,0.2343246340751648) 0.5 -0.31472041671128304 (6.485415458679199,5.0) (0,0) 1e-07 -0.3698835915030612 (6.485415458679199,1.0) (0,0) 1e-07 -0.3698835915030612 
3.0 (7.054377555847168,2.5261270999908447) (0.5689623355865479,0.03283929079771042) 0.5 -0.3698835915030612 (10.0,3.478821825844758) 3.0 0.05765389912800143 (8.559544563293457,0.9991660118103027) (0.6547009944915771,-0.2477227747440338) 0.5 -0.24857983228016214 (10.377128601074219,1.5964144468307495) (0.6318871974945068,-0.3011952340602875) 0.5 -0.07139397082609122 (8.637969970703125,3.725522994995117) (0.6882829666137695,0.12754034996032715) 0.5 -0.15530715226469222 (10.223466873168945,5.20297384262085) (0.6596150398254395,0.23432470858097076) 0.5 -0.31472041671128304 (7.0,5.0) (0,0) 1e-07 -0.3698835915030612 (7.0,1.0) (0,0) 1e-07 -0.3698835915030612 
4.0 (7.550111770629883,2.5567939281463623) (0.49573445320129395,0.030666911974549294) 0.5 -0.3698835915030612 (10.0,3.478821825844758) 3.0 0.061782839764049 (9.214245796203613,0.7514432072639465) (0.6547009944915771,-0.2477228045463562) 0.5 -0.24857983228016214 (11.009016036987305,1.2952191829681396) (0.6318871378898621,-0.30119526386260986) 0.5 -0.07139397082609122 (9.326252937316895,3.8530633449554443) (0.6882829070091248,0.12754033505916595) 0.5 -0.15530715226469222 (10.883081436157227,5.43729829788208) (0.6596150398254395,0.2343243956565857) 0.5 -0.31472041671128304 (7.0,5.0) (0,0) 1e-07 -0.3698835915030612 (7.0,1.0) (0,0) 1e-07 -0.3698835915030612 
5.0 (7.993460178375244,2.5749871730804443) (0.4433484673500061,0.018193140625953674) 0.5 -0.3698835915030612 (10.0,3.478821825844758) 3.0 0.04101274788931529 (9.86894702911377,0.5037202835083008) (0.6547009348869324,-0.24772289395332336) 0.5 -0.24857983228016214 (11.628365516662598,1.0) (0.619349479675293,-0.29521918296813965) 0.5 -0.07139397082609122 (10.014535903930664,3.9806036949157715) (0.6882829666137695,0.12754033505916595) 0.5 -0.15530715226469222 (11.127462387084961,5.581380844116211) (0.24438096582889557,0.14408233761787415) 0.5 -0.31472041671128304 (7.0,5.0) (0,0) 1e-07 -0.3698835915030612 (7.0,1.0) (0,0) 1e-07 -0.3698835915030612 
6.0 (8.4813871383667,2.5962958335876465) (0.4879273474216461,0.021308764815330505) 0.5 -0.3698835915030612 (10.0,3.478821825844758) 3.0 0.04364427082314221 (9.878779411315918,0.5) (0.009832007810473442,-0.0037202835083007812) 0.5 -0.24857983228016214 (11.969256401062012,1.081005573272705) (0.3408910036087036,0.08100554347038269) 0.5 -0.07139397082609122 (10.162137031555176,4.027769088745117) (0.147600919008255,0.04716542363166809) 0.5 -0.15530715226469222 (11.07373332977295,5.602680683135986) (-0.05372925102710724,0.021299615502357483) 0.5 -0.31472041671128304 (7.0,5.0) (0,0) 1e-07 -0.3698835915030612 (7.0,1.0) (0,0) 1e-07 -0.3698835915030612 
7.0 (9.099287033081055,2.6339128017425537) (0.6178998947143555,0.037617068737745285) 0.5 -0.3698835915030612 (10.0,3.478821825844758) 3.0 0.0608038607685464 (9.878779411315918,0.5) (-3.748237702438928e-07,0.0) 0.5 -0.24857983228016214 (11.857138633728027,1.0623717308044434) (-0.11211811006069183,-0.018633820116519928) 0.5 -0.07139397082609122 (10.119210243225098,4.0) (-0.04292716085910797,-0.027769088745117188) 0.5 -0.15530715226469222 (11.059585571289062,5.5) (-0.014148097485303879,-0.10268068313598633) 0.5 -0.31472041671128304 (7.0,5.0) (0,0) 1e-07 -0.3698835915030612 (7.0,1.0) (0,0) 1e-07 -0.3698835915030612 
8.0 (9.79150676727295,2.693230628967285) (0.692220151424408,0.05931788682937622) 0.5 -0.3698835915030612 (10.0,3.478821825844758) 3.0 0.0854833964925626 (9.878779411315918,0.5) (-3.748237702438928e-07,0.0) 0.5 -0.24857983228016214 (11.628365516662598,1.0) (-0.2287731170654297,-0.06237173080444336) 0.5 -0.07139397082609122 (10.119210243225098,4.0) (-3.717710796991014e-07,0.0) 0.5 -0.15530715226469222 (11.059585571289062,5.5) (-3.388891514077841e-07,0.0) 0.5 -0.31472041671128304 (7.0,5.0) (0,0) 1e-07 -0.3698835915030612 (7.0,1.0) (0,0) 1e-07 -0.3698835915030612 
9.0 (10.460697174072266,2.7481613159179688) (0.6691899299621582,0.054930590093135834) 0.5 -0.3698835915030612 (10.0,3.478821825844758) 3.0 0.0819015802256236 (9.878779411315918,0.5) (-3.748237702438928e-07,0.0) 0.5 -0.24857983228016214 (11.628365516662598,1.0) (6.7377587953387774e-09,0.0) 0.5 -0.07139397082609122 (10.119210243225098,4.0) (-3.717710796991014e-07,0.0) 0.5 -0.15530715226469222 (11.059585571289062,5.5) (-3.388891514077841e-07,0.0) 0.5 -0.31472041671128304 (7.0,5.0) (0,0) 1e-07 -0.3698835915030612 (7.0,1.0) (0,0) 1e-07 -0.3698835915030612 
