[[(2, 2.1), (0, 2.1), (0, 1.8), (2, 1.8)], [(2, 0.3), (0, 0.3), (0, 0), (2, 0)]]
timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.18806,1.18248) (0,0) 0.200759 (5.98029,1.15206) 1.504 0 (2.21114,0.47393) (0,0) 0.142744 (2.29529,0.7895) (0,0) 0.181892 (2.34034,1.19402) (0,0) 0.129434 (2.31272,1.57177) (0,0) 0.170702 (1.18806,1.8) (0,0) 0.001 (1.18806,0.3) (0,0) 0.001
0.1 (1.28806,1.18184) (1.00002,-0.00638902) 0.200759 (5.98029,1.15206) 1.504 -0.00638883 (2.24517,0.464878) (0.34024,-0.0905249) 0.142744 (2.32104,0.787596) (0.257432,-0.0190386) 0.181892 (2.35045,1.19193) (0.10113,-0.0208906) 0.129434 (2.34848,1.5736) (0.357662,0.0182715) 0.170702 (1.28806,1.8) (0,0) 0.001 (1.28806,0.3) (0,0) 0.001
0.2 (1.38806,1.18121) (1.00002,-0.00629112) 0.200759 (5.98029,1.15206) 1.504 -0.00629093 (2.27982,0.45865) (0.346526,-0.0622734) 0.142744 (2.34676,0.789699) (0.257277,0.0210289) 0.181892 (2.357,1.18394) (0.0654403,-0.0798826) 0.129434 (2.38371,1.56714) (0.352246,-0.0646399) 0.170702 (1.38806,1.8) (0,0) 0.001 (1.38806,0.3) (0,0) 0.001
0.3 (1.48374,1.1924) (0.956724,0.111957) 0.200759 (5.98029,1.15206) 1.504 0.116491 (2.31447,0.452423) (0.346527,-0.062268) 0.142744 (2.37249,0.791802) (0.257276,0.0210349) 0.181892 (2.36054,1.17425) (0.0354645,-0.0969842) 0.129434 (2.41891,1.56056) (0.352044,-0.065734) 0.170702 (1.48374,1.8) (0,0) 0.001 (1.48374,0.3) (0,0) 0.001
0.4 (1.57675,1.20976) (0.93016,0.173509) 0.200759 (5.98029,1.15206) 1.504 0.184417 (2.34912,0.446194) (0.346523,-0.0622898) 0.142744 (2.39822,0.793904) (0.257278,0.0210118) 0.181892 (2.36423,1.1646) (0.0368907,-0.0964507) 0.129434 (2.45412,1.55399) (0.352047,-0.06572) 0.170702 (1.57675,1.8) (0,0) 0.001 (1.57675,0.3) (0,0) 0.001
0.5 (1.65568,1.22978) (0.789295,0.200208) 0.200759 (5.98029,1.15206) 1.504 0.248415 (2.38378,0.439964) (0.346519,-0.0623086) 0.142744 (2.42395,0.796005) (0.257278,0.0210182) 0.181892 (2.36801,1.15499) (0.0377888,-0.0961024) 0.129434 (2.48519,1.53619) (0.310765,-0.177992) 0.170702 (1.65568,1.8) (0,0) 0.001 (1.65568,0.3) (0,0) 0.001
0.6 (1.73163,1.25191) (0.759452,0.221354) 0.200759 (5.98029,1.15206) 1.504 0.283609 (2.41843,0.433737) (0.346527,-0.0622652) 0.142744 (2.4497,0.79422) (0.257516,-0.0178545) 0.181892 (2.37264,1.14576) (0.0463161,-0.0922957) 0.129434 (2.51524,1.51671) (0.300518,-0.194794) 0.170702 (1.73163,1.8) (0,0) 0.001 (1.73163,0.3) (0,0) 0.001
0.7 (1.80598,1.27486) (0.743509,0.229476) 0.200759 (5.98029,1.15206) 1.504 0.299364 (2.45308,0.427506) (0.346519,-0.0623079) 0.142744 (2.47505,0.789348) (0.253495,-0.0487195) 0.181892 (2.37926,1.13783) (0.0661333,-0.0793099) 0.129434 (2.54525,1.49716) (0.300062,-0.195497) 0.170702 (1.80598,1.8) (0,0) 0.001 (1.80598,0.3) (0,0) 0.001
0.8 (1.87931,1.29808) (0.733323,0.232246) 0.200759 (5.98029,1.15206) 1.504 0.30671 (2.48773,0.421278) (0.346523,-0.0622875) 0.142744 (2.50008,0.783058) (0.250353,-0.0629022) 0.181892 (2.38587,1.1299) (0.0661395,-0.0793047) 0.129434 (2.57523,1.47757) (0.299769,-0.195946) 0.170702 (1.87931,1.8) (0,0) 0.001 (1.87931,0.3) (0,0) 0.001
