[[(2, 2.1), (0, 2.1), (0, 1.8), (2, 1.8)], [(2, 0.3), (0, 0.3), (0, 0), (2, 0)]]
timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.49463,0.984974) (0,0) 0.156809 (5.98029,1.15206) 1.76045 0 (2.38446,0.471284) (0,0) 0.15444 (2.37296,0.800799) (0,0) 0.143937 (2.38978,1.18584) (0,0) 0.178513 (2.25,1.58487) (0,0) 0.194216 (1.49463,1.8) (0,0) 0.001 (1.49463,0.3) (0,0) 0.001
0.25 (1.50972,0.984219) (0.0603331,-0.00301924) 0.156809 (5.98029,1.15206) 1.76045 -0.0500011 (2.45992,0.455941) (0.301842,-0.0613695) 0.15444 (2.40299,0.801063) (0.12012,0.00105603) 0.143937 (2.43914,1.18211) (0.197461,-0.0149245) 0.178513 (2.29678,1.59993) (0.187155,0.0602547) 0.194216 (1.50972,1.8) (0,0) 0.001 (1.50972,0.3) (0,0) 0.001
0.5 (1.5506,1.00561) (0.163516,0.0855485) 0.156809 (5.98029,1.15206) 1.76045 0.482021 (2.53538,0.440598) (0.301841,-0.0613755) 0.15444 (2.43755,0.802772) (0.138241,0.00683684) 0.143937 (2.48786,1.17332) (0.194879,-0.0351503) 0.178513 (2.34576,1.6041) (0.195909,0.0166535) 0.194216 (1.5506,1.8) (0,0) 0.001 (1.5506,0.3) (0,0) 0.001
0.75 (1.60918,1.02259) (0.234323,0.0679515) 0.156809 (5.98029,1.15206) 1.76045 0.282249 (2.61084,0.425257) (0.301844,-0.0613614) 0.15444 (2.47211,0.804482) (0.138241,0.00683765) 0.143937 (2.53653,1.16426) (0.194678,-0.0362492) 0.178513 (2.39473,1.59983) (0.195874,-0.0170517) 0.194216 (1.60918,1.8) (0,0) 0.001 (1.60918,0.3) (0,0) 0.001
1 (1.67577,1.03467) (0.266365,0.0482901) 0.156809 (5.98029,1.15206) 1.76045 0.179345 (2.6863,0.409909) (0.301837,-0.061394) 0.15444 (2.50667,0.806192) (0.138241,0.0068385) 0.143937 (2.58517,1.15504) (0.194564,-0.0368535) 0.178513 (2.44306,1.59087) (0.193317,-0.0358614) 0.194216 (1.67577,1.8) (0,0) 0.001 (1.67577,0.3) (0,0) 0.001
1.25 (1.74544,1.04332) (0.2787,0.0346111) 0.156809 (5.98029,1.15206) 1.76045 0.123555 (2.76176,0.394563) (0.301839,-0.0613843) 0.15444 (2.54123,0.807902) (0.138241,0.00684186) 0.143937 (2.6338,1.14575) (0.1945,-0.0371898) 0.178513 (2.49109,1.58042) (0.192122,-0.0417949) 0.194216 (1.74544,1.8) (0,0) 0.001 (1.74544,0.3) (0,0) 0.001
1.5 (1.81604,1.05001) (0.282374,0.0267657) 0.156809 (5.98029,1.15206) 1.76045 0.0945058 (2.83722,0.379223) (0.301844,-0.061357) 0.15444 (2.57579,0.809613) (0.138241,0.0068428) 0.143937 (2.68241,1.1364) (0.194464,-0.0373782) 0.178513 (2.53914,1.57005) (0.192188,-0.0414914) 0.194216 (1.81604,1.8) (0,0) 0.001 (1.81604,0.3) (0,0) 0.001
1.75 (1.88656,1.05565) (0.282099,0.0225561) 0.156809 (5.98029,1.15206) 1.76045 0.0797883 (2.91268,0.363881) (0.301842,-0.0613713) 0.15444 (2.61035,0.811323) (0.138241,0.00684192) 0.143937 (2.73103,1.12703) (0.194444,-0.037486) 0.178513 (2.58737,1.56055) (0.192914,-0.0379697) 0.194216 (1.88656,1.8) (0,0) 0.001 (1.88656,0.3) (0,0) 0.001
2 (1.95672,1.06072) (0.28063,0.0202831) 0.156809 (5.98029,1.15206) 1.76045 0.0721516 (2.98815,0.348542) (0.301845,-0.0613532) 0.15444 (2.64491,0.813034) (0.138241,0.00684254) 0.143937 (2.77963,1.11764) (0.194431,-0.0375499) 0.178513 (2.63575,1.5519) (0.193541,-0.0346354) 0.194216 (1.95672,1.8) (0,0) 0.001 (1.95672,0.3) (0,0) 0.001
