[[(2, 2.1), (0, 2.1), (0, 1.8), (2, 1.8)], [(2, 0.3), (0, 0.3), (0, 0), (2, 0)]]
timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.13228,1.07232) (0,0) 0.136618 (5.98029,1.15206) 1.69452 0 (2.3836,0.435239) (0,0) 0.208472 (2.30756,0.90527) (0,0) 0.160021 (2.37913,1.19073) (0,0) 0.162339 (2.23223,1.56113) (0,0) 0.213963 (1.13228,1.8) (0,0) 0.001 (1.13228,0.3) (0,0) 0.001
0.25 (1.38224,1.07645) (0.999832,0.0165159) 0.136618 (5.98029,1.15206) 1.69452 0.0165172 (2.4292,0.427204) (0.182405,-0.0321401) 0.208472 (2.2791,0.89794) (-0.113826,-0.0293213) 0.160021 (2.41205,1.19694) (0.131695,0.0248414) 0.162339 (2.25828,1.57087) (0.104197,0.038938) 0.213963 (1.38224,1.8) (0,0) 0.001 (1.38224,0.3) (0,0) 0.001
0.5 (1.63049,1.09337) (0.992995,0.0676847) 0.136618 (5.98029,1.15206) 1.69452 0.0680569 (2.47481,0.419169) (0.182405,-0.0321431) 0.208472 (2.28275,0.881912) (0.0145936,-0.0641122) 0.160021 (2.443,1.18412) (0.123804,-0.0513142) 0.162339 (2.28547,1.57671) (0.108749,0.0233837) 0.213963 (1.63049,1.8) (0,0) 0.001 (1.63049,0.3) (0,0) 0.001
0.75 (1.79906,1.1107) (0.674264,0.0693296) 0.136618 (5.98029,1.15206) 1.69452 0.102463 (2.52041,0.411133) (0.182405,-0.0321412) 0.208472 (2.30418,0.862976) (0.0857337,-0.0757444) 0.160021 (2.45864,1.15448) (0.0625485,-0.118525) 0.162339 (2.31279,1.57151) (0.10927,-0.0208123) 0.213963 (1.79906,1.8) (0,0) 0.001 (1.79906,0.3) (0,0) 0.001
1 (1.91929,1.12124) (0.480921,0.0421726) 0.136618 (5.98029,1.15206) 1.69452 0.0874676 (2.56601,0.403099) (0.182406,-0.0321368) 0.208472 (2.32463,0.837948) (0.0818045,-0.100111) 0.160021 (2.47574,1.12567) (0.0683942,-0.115251) 0.162339 (2.34004,1.56598) (0.109016,-0.0221056) 0.213963 (1.91929,1.8) (0,0) 0.001 (1.91929,0.3) (0,0) 0.001
1.25 (2.01193,1.12765) (0.370556,0.025624) 0.136618 (5.98029,1.15206) 1.69452 0.0690403 (2.61161,0.395062) (0.182404,-0.0321473) 0.208472 (2.34287,0.811263) (0.072943,-0.10674) 0.160021 (2.49396,1.09756) (0.0728967,-0.112457) 0.162339 (2.36729,1.56046) (0.109015,-0.0221086) 0.213963 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
1.5 (2.08883,1.13165) (0.307625,0.0159968) 0.136618 (5.98029,1.15206) 1.69452 0.0519542 (2.65721,0.387028) (0.182405,-0.0321395) 0.208472 (2.36055,0.784211) (0.070749,-0.108207) 0.160021 (2.51302,1.07) (0.0762364,-0.11022) 0.162339 (2.39455,1.55493) (0.109016,-0.0221018) 0.213963 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
1.75 (2.15659,1.13421) (0.271027,0.010258) 0.136618 (5.98029,1.15206) 1.69452 0.0378308 (2.70281,0.378995) (0.182407,-0.0321311) 0.208472 (2.3784,0.757262) (0.0713743,-0.107795) 0.160021 (2.53269,1.04288) (0.078686,-0.108485) 0.162339 (2.4218,1.54941) (0.109016,-0.0221046) 0.213963 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2 (2.21888,1.13589) (0.249152,0.00671685) 0.136618 (5.98029,1.15206) 1.69452 0.0269523 (2.74841,0.370962) (0.182407,-0.032129) 0.208472 (2.39665,0.730589) (0.0730106,-0.106694) 0.160021 (2.55282,1.0161) (0.0805105,-0.107138) 0.162339 (2.44906,1.54388) (0.109017,-0.0220974) 0.213963 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2.25 (2.27777,1.137) (0.23557,0.00443757) 0.136618 (5.98029,1.15206) 1.69452 0.0188353 (2.79402,0.362928) (0.182406,-0.0321368) 0.208472 (2.41536,0.704234) (0.0748353,-0.105422) 0.160021 (2.5733,0.989582) (0.0819314,-0.106056) 0.162339 (2.47631,1.53836) (0.109017,-0.0221011) 0.213963 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
