[[(2, 2.1), (0, 2.1), (0, 1.8), (2, 1.8)], [(2, 0.3), (0, 0.3), (0, 0), (2, 0)]]
timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6
0 (1.03026,0.907115) (0,0) 0.198153 (5.99563,1.71825) 1.56249 0 (2.24836,0.44091) (0,0) 0.150144 (2.29068,0.939879) (0,0) 0.14948 (2.27056,1.26366) (0,0) 0.21421 (2.25243,1.54061) (0,0) 0.16827 (1.03026,1.8) (0,0) 0.001 (1.03026,0.3) (0,0) 0.001
0.25 (1.27696,0.941852) (0.986825,0.138946) 0.198153 (5.99563,1.71825) 1.56249 0.139882 (2.31464,0.431548) (0.265152,-0.0374488) 0.150144 (2.3197,0.927183) (0.116094,-0.0507852) 0.14948 (2.32332,1.25058) (0.211044,-0.0523233) 0.21421 (2.32734,1.5981) (0.299658,0.229948) 0.16827 (1.27696,1.8) (0,0) 0.001 (1.27696,0.3) (0,0) 0.001
0.5 (1.52363,0.982444) (0.986685,0.16237) 0.198153 (5.99563,1.71825) 1.56249 0.163099 (2.38093,0.422188) (0.265153,-0.0374399) 0.150144 (2.32743,0.896461) (0.0309057,-0.12289) 0.14948 (2.37672,1.25649) (0.213574,0.0236425) 0.21421 (2.41355,1.63663) (0.34484,0.15413) 0.16827 (1.52363,1.8) (0,0) 0.001 (1.52363,0.3) (0,0) 0.001
0.75 (1.69344,1.00235) (0.679229,0.0796392) 0.198153 (5.99563,1.71825) 1.56249 0.116716 (2.44722,0.412831) (0.265155,-0.0374269) 0.150144 (2.33793,0.866574) (0.0420153,-0.119548) 0.14948 (2.42964,1.28848) (0.2117,0.12793) 0.21421 (2.50601,1.6558) (0.369858,0.0766552) 0.16827 (1.69344,1.8) (0,0) 0.001 (1.69344,0.3) (0,0) 0.001
1 (1.84753,1.02059) (0.616372,0.0729303) 0.198153 (5.99563,1.71825) 1.56249 0.117774 (2.51351,0.403469) (0.265152,-0.0374473) 0.150144 (2.34874,0.836797) (0.0432571,-0.119104) 0.14948 (2.41887,1.33638) (-0.0430864,0.191612) 0.21421 (2.59719,1.68038) (0.364687,0.098355) 0.16827 (1.84753,1.8) (0,0) 0.001 (1.84753,0.3) (0,0) 0.001
1.25 (1.99652,1.03968) (0.595933,0.0763769) 0.198153 (5.99563,1.71825) 1.56249 0.127469 (2.5798,0.39411) (0.265154,-0.0374379) 0.150144 (2.35984,0.807123) (0.0443639,-0.118697) 0.14948 (2.45461,1.37594) (0.142961,0.158237) 0.21421 (2.69097,1.69139) (0.375142,0.0440398) 0.16827 (1.99652,1.8) (0,0) 0.001 (1.99652,0.3) (0,0) 0.001
1.5 (2.14165,1.05947) (0.580521,0.0791622) 0.198153 (5.99563,1.71825) 1.56249 0.135528 (2.64609,0.38475) (0.265154,-0.0374378) 0.150144 (2.37123,0.777563) (0.0455592,-0.118243) 0.14948 (2.4911,1.41536) (0.145964,0.157695) 0.21421 (2.78527,1.69629) (0.377209,0.0195916) 0.16827 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
1.75 (2.27525,1.0771) (0.534401,0.070499) 0.198153 (5.99563,1.71825) 1.56249 0.131164 (2.71237,0.375391) (0.265154,-0.0374363) 0.150144 (2.38316,0.748218) (0.0477438,-0.117378) 0.14948 (2.52759,1.45478) (0.145964,0.157695) 0.21421 (2.87966,1.699) (0.377562,0.0108483) 0.16827 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2 (2.51557,1.08115) (0.961282,0.0162299) 0.198153 (5.99563,1.71825) 1.56249 0.016882 (2.77866,0.366031) (0.265153,-0.0374427) 0.150144 (2.41069,0.732545) (0.110122,-0.0626909) 0.14948 (2.56784,1.49037) (0.160978,0.142334) 0.21421 (2.97405,1.70172) (0.377562,0.0108483) 0.16827 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
2.25 (2.75803,1.09095) (0.969868,0.0391782) 0.198153 (5.99563,1.71825) 1.56249 0.0403734 (2.84495,0.356674) (0.265155,-0.0374251) 0.150144 (2.44094,0.741957) (0.120995,0.0376451) 0.14948 (2.61296,1.51953) (0.180472,0.116631) 0.21421 (3.06844,1.69887) (0.377546,-0.0113717) 0.16827 (2,1.8) (0,0) 0.001 (2,0.3) (0,0) 0.001
